question_id,question,ground_truth,generated_answer,score,reasoning,process_level,latency_seconds
107,ccnn nộp lúc nào hki 25-26,"Đối với sinh viên khóa 2025, thời gian nhận chứng chỉ ngoại ngữ (CCNN) là từ ngày 08/9/2025 đến hết ngày 19/9/2025.","Theo thông báo, thời gian nhận chứng chỉ ngoại ngữ (CCNN) để xin miễn thi, chuyển điểm cho HKI 25‑26 là **từ ngày 08/09/2025 đến hết ngày 19/09/2025**.",10.0,"Câu trả lời của AI truyền đạt đúng ý chính và thông tin chuẩn, khớp hoàn toàn với đáp án chuẩn: thời gian nhận chứng chỉ ngoại ngữ (CCNN) cho HKI 25‑26 là từ ngày 08/09/2025 đến hết ngày 19/09/2025.",0,0.0
108,cảnh báo hv 3 lần bị j,Sinh viên sẽ bị buộc thôi học nếu có 3 lần cảnh báo học tập liên tiếp.,"Theo quy định (Nguồn #1, mục 7.2 a), sinh viên nhận **3 lần cảnh báo học tập liên tiếp** sẽ bị **buộc thôi học** (được coi là bị trừ khỏi danh sách sinh viên).",10.0,"Câu trả lời của AI truyền đạt đúng ý chính và thông tin chuẩn: sinh viên nhận 3 lần cảnh báo học tập liên tiếp sẽ bị buộc thôi học, giống hệt với chuẩn.",0,0.0
109,1 kì dktc tối đa mấy tc,Khối lượng học tập tối đa của sinh viên trong mỗi học kỳ không vượt quá 28 tín chỉ.,Tối đa 28 tín chỉ cho một kỳ học.,9.0,"Câu trả lời của AI truyền đạt đúng ý chính và thông tin chuẩn, khẳng định rằng tối đa 28 tín chỉ cho một kỳ học, phù hợp với chuẩn đề ra.",0,0.0
110,đtbtl năm 1 bn thì bị thử thách học tập,"Sinh viên trình độ năm thứ nhất sẽ bị đưa vào diện thử thách học tập nếu Điểm trung bình tích lũy (ĐTBTL) đạt dưới 1,2.","Sinh viên năm thứ nhất sẽ bị đưa vào **thử thách học tập** nếu ĐTBTL **dưới 1,2**.",10.0,"Câu trả lời của AI truyền đạt đúng ý chính và thông tin chuẩn: sinh viên năm thứ nhất sẽ bị đưa vào thử thách học tập nếu ĐTBTL dưới 1,2, hoàn toàn khớp với chuẩn.",0,0.0
111,học 2 bằng đk ntn,"Sinh viên được đăng ký học chương trình thứ 2 sớm nhất khi đã được xếp trình độ năm 2 của chương trình 1. Tại thời điểm đăng ký, sinh viên phải có ĐTBTL xếp loại Khá trở lên, HOẶC xếp loại Trung bình và đáp ứng điều kiện trúng tuyển của chương trình thứ 2 trong năm tuyển sinh đó.","Sinh viên được đăng ký học chương trình thứ hai sớm nhất khi đã được xếp trình độ năm thứ hai của chương trình thứ nhất. Tại thời điểm đăng ký, sinh viên phải đáp ứng 1 trong 2 điều kiện sau và các điều kiện khác của Trường: a) Học lực tính theo ĐTBTL xếp loại khá trở lên và đáp ứng ngưỡng bảo đảm chất lượng của chương trình thứ hai trong năm tuyển sinh; b) Học lực tính theo ĐTBTL xếp loại trung bình và đáp ứng điều kiện trúng tuyển của chương trình thứ hai trong năm tuyển sinh.",10.0,"Câu trả lời hệ thống truyền tải đầy đủ nội dung của đáp án chuẩn, chỉ có cách diễn đạt hơi khác nhưng không làm sai lệch ý nghĩa.",1,27.61
112,tttn ngành cntt mấy tc,Môn Thực tập tốt nghiệp (CNTT) có khối lượng là 2 tín chỉ.,"Theo tài liệu, chương trình đào tạo ngành Công nghệ Thông tin (CNTT) có tổng cộng 150 tín chỉ.",1.0,"Câu hỏi yêu cầu số tín chỉ của môn Thực tập tốt nghiệp (TTTN) trong ngành CNTT, đáp án đúng là 2 tín chỉ. AI trả lời rằng toàn bộ chương trình đào tạo CNTT có 150 tín chỉ, không đề cập đến số tín chỉ của môn TTTN, vì vậy câu trả lời không đáp ứng yêu cầu và hoàn toàn sai. Điểm được cho là rất thấp.",1,13.5
113,điểm d+ có tính qua môn chưa,"Từ học kỳ 2 năm học 2022-2023 trở về sau, học phần được tính là đạt và tích lũy khi có điểm từ D+ trở lên.","Có. Theo quy định:

- **Học kỳ 1/2021‑2022 đến 1/2022‑2023**: học phần được tính tích lũy khi đạt **từ điểm D trở lên**; do đó D+ (và cả D) đều được coi là đạt.
- **Từ học kỳ 2/2022‑2023 trở về sau**: học phần chỉ được tính tích lũy khi đạt **từ điểm D+ trở lên**; vì vậy D+ là mức tối thiểu để tính là qua môn.",10.0,"Câu trả lời của AI truyền đạt đúng ý chính: từ học kỳ 2 năm học 2022‑2023 trở về sau, điểm D+ trở lên mới tính qua môn. Ngoài ra, AI còn cung cấp thông tin bổ sung về quy định trước đó mà không gây nhầm lẫn, nên đáp ứng đầy đủ và chính xác yêu cầu.",0,0.0
114,gdtc 1 hki 25-26 mã là j,Mã học phần mới của Giáo dục thể chất 1 áp dụng từ năm học 2025-2026 là PHED110130.,"Mã môn Giáo dục thể chất học kỳ 1 năm 2025-2026 là PHEDI10130, FOOTT12330, VOLLI12330, BASKI12330, BADMI12330, TENNI12330, KARAI12330, CHESI12330, PICKI12330",2.0,"Câu trả lời của AI không khớp với mã học phần đúng được cung cấp trong đáp án chuẩn (PHED110130). AI liệt kê nhiều mã không liên quan và không đưa ra mã chính xác, vì vậy điểm số rất thấp.",2,63.68
115,hủy đkhp tuần 5 có tốn tiền k,Có. Nếu sinh viên rút bớt học phần trong vòng 1 tuần (tuần 5 của mỗi đợt học) thì vẫn phải đóng học phí đầy đủ cho các học phần đã rút.,Có. Khi sinh viên rút bớt học phần trong vòng 1 tuần (tuần 5 của mỗi đợt học) – thời gian sau thời gian điều chỉnh đăng ký – sinh viên **phải đóng học phí** cho các học phần đã rút. (Xem nguồn #1 và nguồn #2).,9.0,"Câu trả lời của AI truyền đạt đúng ý chính và thông tin chuẩn: xác nhận rằng việc hủy học phần vào tuần 5 vẫn phải đóng học phí đầy đủ cho các học phần đã rút. Nội dung khớp với chuẩn, chỉ có thêm một chút mô tả phụ nhưng không làm sai lệch thông tin.",0,0.0
116,luật học bn tín,Chương trình đào tạo ngành Luật có tổng cộng 130 tín chỉ (bao gồm 33 tín chỉ Giáo dục đại cương và 97 tín chỉ Kiến thức chuyên nghiệp). Số này chưa tính các học phần Giáo dục thể chất và Giáo dục quốc phòng.,"Theo các thông tin trong tài liệu, các học phần thuộc ngành Luật có số tín chỉ như sau:
- Luật Ngân hàng (mã 11.44): 3 tín chỉ.
- Nhập môn ngành Luật (mã 11.6): 3 tín chỉ.
- Logic học (mã 11.7): 3 tín chỉ.
- Luật So sánh (mã 11.20): 2 tín chỉ.
- Kiến thức nhập môn ngành đào tạo (bắt buộc cho sinh viên ngành Luật): 3 tín chỉ.
Do đó, mỗi học phần luật có từ 2 đến 3 tín chỉ, tùy theo nội dung cụ thể của môn học.",2.0,"Câu trả lời không đáp ứng đúng yêu cầu của câu hỏi. Người hỏi muốn biết tổng số tín chỉ của chương trình học ngành Luật, trong khi đáp án chỉ liệt kê một số môn học và số tín chỉ của chúng, không đưa ra tổng số tín chỉ (130) như trong đáp án chuẩn. Ngoài ra, thông tin đưa ra không đầy đủ và không chính xác so với dữ liệu chuẩn.",1,8.02
117,tư vấn tâm lý ai phụ trách,"Cô Phạm Thị Thu Sương hiện là người phụ trách Ban tư vấn tâm lý học đường của Trường (SĐT: 0907008588, Email: suongptt@hcmute.edu.vn).","Theo tài liệu, việc tư vấn tâm lý cho sinh viên được thực hiện bởi các chuyên viên chuyên môn như chuyên viên tâm lý học đường, chuyên viên tâm lý lâm sàng hoặc bác sĩ tâm thần, những người chịu trách nhiệm cung cấp hỗ trợ và can thiệp khi sinh viên gặp các vấn đề tâm lý‑xã hội.",2.0,"Câu trả lời của AI chỉ mô tả chung về vai trò và các chuyên viên thực hiện tư vấn tâm lý, mà không nêu ra người phụ trách cụ thể như trong đáp án chuẩn (Cô Phạm Thị Thu Sương). Do đó, câu trả lời không đáp ứng yêu cầu câu hỏi và chỉ cung cấp thông tin không liên quan.",1,11.56
118,thi hộ lần 2,Sinh viên thi hộ hoặc nhờ người thi hộ lần thứ 2 sẽ bị kỷ luật ở mức Buộc thôi học.,"Theo Điều 22, khoản 2 của Quy chế đào tạo, sinh viên thi hộ (hoặc nhờ người thi hộ) sẽ bị đình chỉ học tập 1 năm nếu là lần vi phạm thứ nhất và bị buộc thôi học nếu là lần vi phạm thứ hai.",9.0,"Câu trả lời đúng về mức kỷ luật cho lần vi phạm thứ hai (buộc thôi học) và bổ sung thông tin không sai, nên điểm cao.",1,38.53
119,điểm qt 2 cột dc ko,Không được. Tối thiểu điểm quá trình phải gồm 3 cột điểm thành phần.,"Không có thông tin cụ thể về 'điểm qt 2 cột' trong các nguồn dữ liệu cung cấp. Tuy nhiên, có thông tin về quy đổi điểm các học phần tiếng Anh và tiếng Nhật, cũng như về các môn học và tín chỉ trong chương trình đào tạo.",1.0,AI không trả lời đúng câu hỏi; nó cho rằng không có thông tin và không đề cập tới việc tối thiểu phải có 3 cột điểm thành phần như Ground Truth.,1,11.86
120,thời gian đk xét tn đợt tháng 12/2024,Sinh viên đăng ký xét tốt nghiệp đợt tháng 12/2024 trên trang online từ ngày 19/11/2024 đến ngày 01/12/2024.,Thời gian đăng ký xét tốt nghiệp đợt tháng 12/2024 là từ ngày **19/11/2024** đến ngày **01/12/2024**.,10.0,"Câu trả lời của AI truyền đạt đúng ý chính và thông tin chuẩn, khớp hoàn toàn với nội dung chuẩn: thời gian đăng ký xét tốt nghiệp đợt tháng 12/2024 là từ ngày 19/11/2024 đến ngày 01/12/2024.",0,0.0
121,phí thi avđr,Lệ phí thi kiểm tra trình độ tiếng Anh đầu ra là 180.000 đồng/sinh viên.,Lệ phí đăng ký thi Anh văn đầu ra (AVĐR) là 180.000 đồng cho mỗi sinh viên.,10.0,Câu trả lời của AI hoàn toàn khớp với đáp án chuẩn: cung cấp đúng mức phí 180.000 đồng cho mỗi sinh viên và mô tả đúng loại phí (phí thi/đăng ký thi Anh văn đầu ra). Không có sai sót hay thiếu sót nào.,2,32.47
122,ielts 5.5 đổi ra điểm hệ tiếng anh,Chứng chỉ IELTS 5.5 quy đổi sang các môn Academic English 1 và 2 là 9.0 điểm; đối với Academic English 3 là 8.5 điểm.,"**IELTS 5.5 → điểm hệ tiếng Anh (Academic English)**  

| Đối tượng | Academic English 1 | Academic English 2 | Academic English 3 | Academic English 4 |
|-----------|-------------------|-------------------|-------------------|-------------------|
| **Khoá ≤ 2024** (bảng quy đổi chung) | **9.0** | **9.0** | **8.5** | **8.5** |
| **Khoá ≥ 2025** (chỉ quy đổi AE 1‑2) | **8.5** | **8.5** | – | – |
| **Chương trình đào tạo chất lượng cao (bảng phụ lục II)** | **9** | **9** | **8.5** | – |

> Nếu bạn là sinh viên thuộc khoá 2025 trở về sau, chỉ có điểm cho Academic English 1 và 2 (mỗi môn 8.5).  
> Đối với các khoá trước 2025, IELTS 5.5 được quy đổi thành 9 điểm cho AE 1 và AE 2, và 8.5 điểm cho AE 3 và AE 4.  ",9.0,"Câu trả lời của AI truyền đạt đúng các điểm quy đổi cho Academic English 1, 2 (9.0) và Academic English 3 (8.5) như chuẩn. Ngoài ra, AI còn cung cấp thông tin bổ sung về các khóa và môn học khác mà không gây mâu thuẫn, nên đáp ứng tốt yêu cầu.",0,0.0
123,lớp clc nhóm 1 học phí,Hệ chất lượng cao Khối ngành Khoa học xã hội - quản lý kinh doanh (nhóm 1) khóa 2023 có mức học phí là 20.800.000 đồng/học kỳ (hoặc 1.189.000 đồng/tín chỉ).,"Học phí của lớp CLC nhóm 1 không được nêu cụ thể trong context. Tuy nhiên, có thể thấy rằng một số ngành trong nhóm 1 có chương trình CLC, chẳng hạn như Kế toán, Quản lý công nghiệp, Thiết kế thời trang. Học phí của các chương trình này có thể được tham khảo ở bảng học phí trong nguồn #1, nhưng cần phải xác định rõ chương trình và khóa học để có thông tin chính xác.",2.0,"The answer does not provide the specific tuition fee for the CLC group 1 class as given in the ground truth (20,800,000 VND per semester). Instead, it states that the fee is not specified and suggests looking elsewhere, which fails to answer the question accurately.",1,14.97
124,làm giả bằng cấp,"Sinh viên làm giả hồ sơ, văn bằng, chứng chỉ để trúng tuyển hoặc tốt nghiệp sẽ bị kỷ luật buộc thôi học, đồng thời văn bằng tốt nghiệp (nếu đã cấp) sẽ bị thu hồi và hủy bỏ.","Theo quy chế đào tạo của Trường (Điều 22, khoản 3), nếu sinh viên/ người học sử dụng hồ sơ, văn bằng, chứng chỉ giả làm điều kiện trúng tuyển hoặc điều kiện tốt nghiệp, họ sẽ bị **buộc thôi học**; trong trường hợp văn bằng tốt nghiệp đã được cấp, bằng sẽ bị **thu hồi, hủy bỏ**.",9.0,"Câu trả lời của AI truyền đạt đúng ý chính và thông tin chuẩn: sinh viên làm giả hồ sơ, văn bằng, chứng chỉ sẽ bị buộc thôi học và nếu đã cấp văn bằng sẽ bị thu hồi, hủy bỏ. Nội dung khớp với chuẩn, chỉ có thêm chi tiết về quy chế đào tạo nhưng không làm sai lệch. Vì vậy điểm cao trong khoảng 8-10.",0,0.0
125,trễ học phí,"Trước thời gian đăng ký môn học, sinh viên còn nợ học phí của các học kỳ trước sẽ không được phép đăng ký môn học cho học kỳ tiếp theo.","Sinh viên không đóng học phí đúng thời hạn quy định sẽ bị xử lý theo Quy chế công tác Học sinh, sinh viên. Trước thời gian đăng ký môn học, sinh viên còn nợ học phí của các học kỳ trước sẽ không được phép đăng ký môn học của học kỳ tiếp theo. Các mức độ xử lý vi phạm quy định đóng học phí bao gồm: khiển trách, cảnh cáo, xóa tên khỏi danh sách sinh viên.",10.0,"Câu trả lời bao gồm đầy đủ nội dung chuẩn và bổ sung thông tin liên quan, không sai lệch.",1,16.9
126,ngành Hệ thống kỹ thuật công trình xây dựng nhóm mấy,Ngành Hệ thống kỹ thuật công trình xây dựng (mã ngành 7510106) thuộc Nhóm 2: Nhóm ngành Công nghệ kỹ thuật - Sản xuất chế biến.,Ngành **Hệ thống kỹ thuật công trình xây dựng** thuộc **Nhóm 2**.,9.0,"Câu trả lời đúng nhóm của ngành (Nhóm 2) như yêu cầu, truyền đạt ý chính chính xác. Tuy nhiên, không cung cấp thêm thông tin chi tiết như mô tả nhóm ngành và mã ngành, nên chưa đạt điểm tối đa.",0,0.0
127,"học phí chương trình btec năm 2,3 k2025","Học phí lần đầu cho chương trình liên kết đào tạo BTEC, TMC (Năm 2,3) khóa 2025 là 80.000.000 đồng/năm học.","**Học phí chương trình BTEC (khóa 2025) – năm 2 và năm 3:**  
- **80.000.000 đồng / năm học** (theo mức “Học lần đầu” của bảng mức thu học phí cho khóa 2025).  

*Lưu ý:* trong chương trình BTEC, các môn **Research Project** (chương trình BTEC) và **ENX313 Project** (chương trình Top‑Up) có số tín chỉ gấp đôi, vì vậy học phí của các môn này được tính **gấp 2 lần** mức phí bình thường cho mỗi tín chỉ. Nếu bạn muốn biết chi phí cụ thể cho các môn này, cần biết số tín chỉ của chúng.  

Nếu cần thông tin chi tiết hơn (ví dụ: phân bổ theo học kỳ hoặc các khoản phụ thu), vui lòng cung cấp thêm yêu cầu.",9.0,"Câu trả lời của AI truyền đạt đúng thông tin chính là học phí 80.000.000 đồng/năm cho chương trình BTEC năm 2,3 khóa 2025, phù hợp với chuẩn. Ngoài ra còn bổ sung thông tin phụ không sai, nên điểm cao nhưng không đạt tuyệt đối vì có thêm chi tiết không yêu cầu.",0,0.0
128,jlpt n3 100 điểm đổi anh văn 3 dc mấy,Chứng chỉ tiếng Nhật JLPT N3 với 100 điểm sẽ được quy đổi thành 10 điểm cho học phần Anh văn 3 (Tiếng Anh 3).,Không có thông tin trong các tài liệu được cung cấp về việc JLPT N3 100 điểm tương đương trình độ nào.,2.0,"AI trả lời rằng không có thông tin, trong khi Ground Truth có thông tin cụ thể về việc quy đổi 100 điểm JLPT N3 thành 10 điểm cho Anh văn 3, nên câu trả lời AI sai và thiếu thông tin quan trọng.",2,60.66
129,thời gian nộp bảng điểm sau khi thi,Giảng viên phải nộp bảng điểm gốc về phòng đào tạo (đợt ba - nộp tất cả các bảng điểm còn lại) trong vòng 10 ngày sau ngày thi cuối cùng của kỳ thi.,"**Thời gian nộp bảng điểm sau khi thi**

- **Giảng viên**  
  - Phải nộp bảng điểm cho bộ môn **trong vòng 7 ngày làm việc** kể từ thời điểm tổ chức thi (≈ 1 tuần).  
  - Cũng phải nộp bản sao bảng điểm về văn phòng Đơn vị đào tạo **trong một tuần** sau buổi thi.

- **Trưởng khoa (tổng hợp từ các bộ môn)**  
  - **Đợt 1:** nộp toàn bộ bảng điểm gốc quá trình **trước khi kết thúc tuần thi đầu tiên**.  
  - **Đợt 2:** nộp bảng điểm gốc thi **trước khi kết thúc tuần thi thứ ba**.  
  - **Đợt 3:** nộp tất cả các bảng điểm gốc còn lại **trong vòng 10 ngày** sau ngày thi cuối cùng của kỳ.  ",5.0,"Câu trả lời của AI chỉ đúng một phần: phần cuối (đợt 3) khớp với chuẩn (nộp trong vòng 10 ngày sau ngày thi cuối cùng). Tuy nhiên AI lại đưa ra các thông tin sai hoặc không có trong chuẩn, như yêu cầu nộp trong 7 ngày làm việc và các đợt nộp khác, gây nhầm lẫn. Do có thông tin sai và thừa, nên điểm nằm trong khoảng 4‑7.",0,0.0
130,tiếp sức mùa thi cấp trường mấy ngày ctxh,Tham gia chương trình Tiếp sức mùa thi cấp trường (kéo dài 02 tuần) sẽ được cộng từ 2 đến 3 ngày công tác xã hội.,"Tham gia suốt chương trình cấp trường (02 tuần), với mức điểm 20→30 và số tiết 2→3",6.0,"Câu trả lời của AI nêu đúng rằng chương trình kéo dài 02 tuần, phù hợp với thông tin trong GT. Tuy nhiên câu hỏi yêu cầu số ngày, trong khi AI chỉ lặp lại ""02 tuần"" mà không chuyển đổi sang ngày (14 ngày) và không đề cập đến việc cộng 2‑3 ngày công tác xã hội. Do đó câu trả lời chỉ một phần đúng và thiếu chi tiết cần thiết.",1,24.83
131,môn toán 3 cơ khí mã j,Môn Toán 3 trong chương trình đào tạo ngành Công nghệ kỹ thuật cơ khí có mã môn học là MATH132601.,Mã môn Toán ứng dụng cho kỹ sư cơ khí (năm 3) là 18.,1.0,"Câu trả lời của AI không khớp với đáp án đúng. Đáp án đúng là mã môn học MATH132601, trong khi AI đưa ra mã ""18"" không liên quan và sai hoàn toàn.",1,27.17
132,xác suất thống kê cntt mấy tín,Môn Xác suất thống kê ứng dụng (MATH132901) của ngành Công nghệ Thông tin có 3 tín chỉ.,3 tín chỉ.,9.0,"Câu trả lời của AI cung cấp đúng thông tin chính là môn Xác suất thống kê ứng dụng của ngành Công nghệ Thông tin có 3 tín chỉ, phù hợp với chuẩn. Tuy nhiên câu trả lời hơi ngắn gọn, không đề cập đầy đủ tên môn và mã học phần, nên không đạt điểm tối đa.",0,0.0
133,dkmh đợt 1 hk1 25-26,Thời gian đăng ký học phần đợt 1 cho HKI 2025-2026 là từ 09g00 ngày 11/8/2025 đến 07g30 ngày 18/8/2025.,Đợt 1 đăng ký học phần (HK1 năm học 2025‑2026) diễn ra từ 09:00 ngày 19/08/2025 đến 07:30 ngày 25/08/2025. Đợt này áp dụng cho sinh viên hệ Đại trà từ khóa 2022 trở về trước và toàn bộ sinh viên hệ CLC (tiếng Việt và Việt‑Nhật).,2.0,"Câu trả lời của AI sai về thời gian đăng ký học phần: GT nêu từ 09:00 ngày 11/8/2025 đến 07:30 ngày 18/8/2025, trong khi AI đưa ra ngày 19/8/2025‑25/8/2025, lệch 8 ngày so với GT. Thông tin bổ sung về đối tượng áp dụng không được yêu cầu và không bù đắp cho lỗi ngày tháng, vì vậy câu trả lời không đáp ứng yêu cầu chính.",1,4.63
134,học phí liên thông cd-đh khối kt k2025,Học phí cho chương trình liên thông từ Cao đẳng lên Đại học (hệ VLVH) thuộc khối ngành Công nghệ kỹ thuật - Sản xuất chế biến là 12.500.000 đồng/học kỳ.,12.500.000,7.0,"Câu trả lời đúng số tiền nhưng thiếu đơn vị (đồng/học kỳ) và không nêu rõ chương trình, vì vậy chưa đầy đủ so với đáp án chuẩn.",1,25.55
135,thời gian khảo sát kse hk1 25-26,Thời gian thực hiện khảo sát lấy ý kiến sinh viên (KSE) của học kỳ 1 năm học 2025-2026 là từ ngày 15/09/2025 đến ngày 31/12/2025.,Thời gian khảo sát KSE học kỳ I năm học 2025‑2026: **từ ngày 15/09/2025 đến ngày 31/12/2025**.,10.0,"Câu trả lời của AI truyền đạt đúng ý chính và thông tin chuẩn, khớp hoàn toàn với Ground Truth về thời gian khảo sát KSE học kỳ 1 năm học 2025‑2026.",0,0.0
136,khóa 2024 đóng tiền gdqp chung học phí luôn đk,Không. Học phí khóa 2024 chương trình chuẩn và đặc thù không bao gồm học phần Giáo dục quốc phòng và an ninh (GDQP&AN). Sinh viên phải đóng riêng với đơn giá 853.000 đồng/tín chỉ.,"Không, học phí khóa 2024 không bao gồm các học phần GDQP&AN. Học phí học phần GDQP&AN, GDTC khóa 2024, 2025: 853.000 đồng/Tín chỉ.",10.0,"Câu trả lời của AI hoàn toàn khớp với đáp án chuẩn: xác nhận rằng học phí khóa 2024 không bao gồm học phần GDQP&AN và cung cấp mức phí 853.000 đồng/tín chỉ, đúng như thông tin trong GT.",1,15.49
137,ielts 4.0 miễn av2 pk,"Không đúng. Chứng chỉ IELTS 4.0 chỉ được miễn học phần Kỹ năng giao tiếp tiếng Anh 1. Để được miễn học phần Kỹ năng giao tiếp tiếng Anh 2, sinh viên cần đạt IELTS từ 4.5 đến 5.0.","IELTS 4.0 không đáp ứng tiêu chuẩn để **miễn học phần Academic English 2** (AV2).  

- Trong bảng quy đổi điểm (Nguồn #1) chỉ có IELTS 5.0 trở lên mới được quy đổi sang các học phần Academic English; IELTS 4.0 không xuất hiện.  
- Trong bảng miễn thi (Nguồn #2) IELTS 4.0 (cùng mức VSTEP A2) chỉ cho phép **miễn thi Kỹ năng giao tiếp tiếng Anh 1** trong 7 học kỳ đầu, không bao gồm AV2.  

Vì vậy, với IELTS 4.0 sinh viên **không được miễn** học phần Academic English 2.",9.0,"Câu trả lời của AI truyền đạt đúng ý chính của chuẩn: IELTS 4.0 không đủ để miễn học phần AV2 (Academic English 2) và chỉ được miễn học phần Kỹ năng giao tiếp tiếng Anh 1. AI còn bổ sung chi tiết về bảng quy đổi và bảng miễn thi, không sai thông tin. Vì đáp đúng và đầy đủ, chỉ thiếu một chút chi tiết về mức IELTS cần cho Kỹ năng giao tiếp tiếng Anh 2 (4.5‑5.0), nên cho điểm 9.",0,0.0
138,vstep bậc 3 miễn avđr cho sư phạm tiếng anh ko,Không được. Chứng chỉ VSTEP Bậc 3 chỉ áp dụng miễn thi ngoại ngữ đầu ra cho các ngành không chuyên ngữ. Riêng ngành Sư phạm tiếng Anh và Ngôn ngữ Anh yêu cầu phải đạt trình độ C1 (IELTS hoặc TOEFL iBT).,"Không, VSTEP bậc 3 không đủ để miễn thi ngoại ngữ đầu ra (AVĐR) cho ngành Sư phạm Tiếng Anh; ngành này yêu cầu đạt trình độ C1 (ví dụ IELTS ≥7.0 hoặc TOEFL iBT ≥90).",10.0,"Câu trả lời đúng, đầy đủ và khớp với đáp án chuẩn, nêu rõ VSTEP bậc 3 không đủ và yêu cầu C1 cho ngành Sư phạm Tiếng Anh.",1,23.52
139,đkmh đợt 2 cho đh đại trà khóa nào,"Đối với hệ Đại trà, đăng ký môn học đợt 2 (từ 12/8/2025 đến 18/8/2025) dành riêng cho khóa 2022. (Lưu ý: Đợt này cũng mở chung cho hệ CLC tiếng Việt và CLC Việt-Nhật các khóa còn lại).","Đợt 2 xét tốt nghiệp đại học chính quy năm học 2024‑2025 được quy định trong Thông báo số 349/TB‑ĐHSPKT. Theo kế hoạch: 
- Phòng Đào tạo gửi danh sách sinh viên dự kiến tốt nghiệp cho các đơn vị trước ngày 13/12/2024; các trường hợp bổ sung được gửi vào ngày 18/12/2024. 
- Các khoa thông báo kế hoạch, danh sách dự kiến cho sinh viên và tiếp nhận đơn kiến nghị của sinh viên, nộp về phòng Đào tạo trước 16h ngày 23/12/2024. 
- Các phòng Thông tin sinh viên & Công tác sinh viên (TS&CTSV) và Kế hoạch tài chính (KHTC) gửi danh sách điều chỉnh (thông tin cá nhân, kỷ luật, nợ học phí, nợ khác) về phòng Đào tạo trước ngày 23/12/2024. 
- Hội đồng xét tốt nghiệp dự kiến họp vào ngày 27/12/2024. 
Quyết định căn cứ: Quyết định số 2815/QĐ‑ĐHSPKT ngày 13/9/2022 của Hiệu trưởng Trường Đại học Sư phạm Kỹ thuật TP.HCM. Đối tượng là sinh viên có nguyện vọng và đủ điều kiện tốt nghiệp sớm học kỳ I năm học 2024‑2025.",1.0,"Câu trả lời của AI không liên quan tới câu hỏi. Người hỏi muốn biết đợt 2 đăng ký môn học cho hệ đại trà dành cho khóa nào, còn AI đưa ra thông tin về quy trình xét tốt nghiệp, thời gian và quyết định liên quan đến tốt nghiệp, hoàn toàn sai đề và không trả lời câu hỏi.",1,23.62
140,vắng thi cuối kỳ tính 0đ đúng k,"Đúng nếu bạn vắng mặt không có lý do. Tuy nhiên, nếu bạn vắng mặt có lý do chính đáng (như ốm đau) thì phải làm đơn xin phép kèm minh chứng để được nhận điểm I (hoãn thi) và thi bù vào đợt khác.","Không phải tính 0 điểm. Theo quy định của Trường (Nguồn #1, #3), sinh viên vắng mặt có lý do chính đáng ở kỳ thi kết thúc học phần phải làm thủ tục xin và sẽ được ghi điểm **I** (điểm chưa hoàn thiện), chứ không được tính 0 điểm.",5.0,"Câu trả lời của AI chỉ đề cập đến trường hợp vắng mặt có lý do chính đáng và cho rằng không tính 0 điểm, nhưng không đề cập đến trường hợp vắng mặt không có lý do, trong khi chuẩn yêu cầu phải tính 0 điểm cho trường hợp này. Do thiếu thông tin quan trọng, câu trả lời không đầy đủ và chỉ đúng một phần.",0,0.0
141,bảo vệ đồ án online tối đa bn % điểm,"Thông thường, hình thức đánh giá trực tuyến đóng góp không quá 50% trọng số điểm học phần. Tuy nhiên, riêng việc tổ chức bảo vệ và đánh giá đồ án, khóa luận có thể được thực hiện trực tuyến với trọng số cao hơn (lớn hơn 50%) khi đáp ứng thêm các điều kiện theo quy định.","Theo quy định (Nguồn #1), việc bảo vệ và đánh giá đồ án, khóa luận trực tuyến **không được vượt quá 50 % trọng số điểm học phần**; chỉ trong trường hợp thiên tai, dịch bệnh (theo hướng dẫn của Bộ Giáo dục và Đào tạo) mới có thể cho phép tỉ trọng cao hơn.",9.0,"Câu trả lời của AI truyền đạt đúng ý chính: thường không vượt quá 50% trọng số, nhưng có thể cao hơn khi đáp ứng các điều kiện đặc biệt. AI còn nêu rõ các trường hợp ngoại lệ (thiên tai, dịch bệnh), phù hợp với nội dung chuẩn, chỉ thiếu một chút chi tiết về các điều kiện quy định chung.",0,0.0
142,đk 30 tín chỉ kì 1 dc k,"Không được. Theo quy chế, khối lượng học tập tối đa của sinh viên không được vượt quá 28 tín chỉ trong một học kỳ.","Không được. Theo quy chế, khối lượng học tập tối đa mỗi học kỳ là 28 tín chỉ, vì vậy đăng ký 30 tín chỉ trong kỳ 1 không được chấp nhận (trừ các trường hợp đặc biệt như học kỳ kéo dài, nhưng không áp dụng cho kỳ thường).",10.0,"Câu trả lời đúng, đầy đủ và không sai lệch so với đáp án chuẩn; chỉ bổ sung thông tin phụ nhưng không ảnh hưởng tới tính chính xác.",2,60.42
