question_id,question,ground_truth,generated_answer,latency_seconds,score,reasoning
111,học 2 bằng đk ntn,"Sinh viên được đăng ký học chương trình thứ 2 sớm nhất khi đã được xếp trình độ năm 2 của chương trình 1. Tại thời điểm đăng ký, sinh viên phải có ĐTBTL xếp loại Khá trở lên, HOẶC xếp loại Trung bình và đáp ứng điều kiện trúng tuyển của chương trình thứ 2 trong năm tuyển sinh đó.",Tôi không tìm thấy.,1.34,1.0,"Câu trả lời của AI chỉ nói 'Tôi không tìm thấy' mà không cung cấp bất kỳ thông tin nào liên quan đến điều kiện đăng ký học chương trình thứ hai như trong chuẩn. Do đó, câu trả lời sai hoàn toàn, không đáp ứng yêu cầu."
112,tttn ngành cntt mấy tc,Môn Thực tập tốt nghiệp (CNTT) có khối lượng là 2 tín chỉ.,Tiểu luận chuyên ngành (TTTN) của ngành Công nghệ thông tin có **5 tín chỉ**.,1.5,1.0,"Câu trả lời của AI không đúng với chuẩn. Ground truth cho biết môn Thực tập tốt nghiệp (CNTT) có 2 tín chỉ, trong khi AI lại khẳng định rằng Tiểu luận chuyên ngành (TTTN) có 5 tín chỉ, hoàn toàn sai và không liên quan."
113,điểm d+ có tính qua môn chưa,"Từ học kỳ 2 năm học 2022-2023 trở về sau, học phần được tính là đạt và tích lũy khi có điểm từ D+ trở lên.","Có. Theo quy định:

- **Học kỳ 1/2021‑2022 đến 1/2022‑2023**: học phần được tính tích lũy khi đạt **từ điểm D trở lên**; do đó D+ (và cả D) đều được coi là đạt.
- **Từ học kỳ 2/2022‑2023 trở về sau**: học phần chỉ được tính tích lũy khi đạt **từ điểm D+ trở lên**; vì vậy D+ là mức tối thiểu để tính là qua môn.",2.56,10.0,"Câu trả lời của AI truyền đạt đúng ý chính: từ học kỳ 2 năm học 2022‑2023 trở về sau, điểm D+ trở lên mới tính qua môn. Ngoài ra, AI còn cung cấp thông tin bổ sung về quy định trước đó mà không gây nhầm lẫn, nên đáp ứng đầy đủ và chính xác yêu cầu."
114,gdtc 1 hki 25-26 mã là j,Mã học phần mới của Giáo dục thể chất 1 áp dụng từ năm học 2025-2026 là PHED110130.,Mã của “gdtc 1 hki 25‑26” là **HKI‑25.26**.,1.12,1.0,"Câu trả lời AI không khớp với đáp án chuẩn. Đáp án chuẩn yêu cầu mã học phần mới là PHED110130, trong khi AI đưa ra mã HKI‑25.26, hoàn toàn sai và không liên quan."
115,hủy đkhp tuần 5 có tốn tiền k,Có. Nếu sinh viên rút bớt học phần trong vòng 1 tuần (tuần 5 của mỗi đợt học) thì vẫn phải đóng học phí đầy đủ cho các học phần đã rút.,Có. Khi sinh viên rút bớt học phần trong vòng 1 tuần (tuần 5 của mỗi đợt học) – thời gian sau thời gian điều chỉnh đăng ký – sinh viên **phải đóng học phí** cho các học phần đã rút. (Xem nguồn #1 và nguồn #2).,4.25,9.0,"Câu trả lời của AI truyền đạt đúng ý chính và thông tin chuẩn: xác nhận rằng việc hủy học phần vào tuần 5 vẫn phải đóng học phí đầy đủ cho các học phần đã rút. Nội dung khớp với chuẩn, chỉ có thêm một chút mô tả phụ nhưng không làm sai lệch thông tin."
116,luật học bn tín,Chương trình đào tạo ngành Luật có tổng cộng 130 tín chỉ (bao gồm 33 tín chỉ Giáo dục đại cương và 97 tín chỉ Kiến thức chuyên nghiệp). Số này chưa tính các học phần Giáo dục thể chất và Giáo dục quốc phòng.,"**Tôi không tìm thấy** thông tin tổng số tín chỉ của toàn chương trình học ngành Luật trong các văn bản được cung cấp.  

Tuy nhiên, trong tài liệu có liệt kê các học phần luật và số tín chỉ tương ứng như sau:

| Mã học phần | Tên học phần | Số tín chỉ |
|-------------|--------------|------------|
| 11.44 | Luật Ngân hàng | 3 |
| 11.6  | Nhập môn ngành Luật | 3 |
| 11.7  | Logic học | 3 |
| 11.20 | Luật So sánh | 2 |
| (Nhập môn ngành đào tạo) | Kiến thức nhập môn ngành đào tạo (bắt buộc) | 3 |

Nếu bạn cần biết tổng số tín chỉ của toàn chương trình, vui lòng tham khảo tài liệu chi tiết của trường hoặc liên hệ với phòng đào tạo.",1.78,2.0,"Câu trả lời của AI không cung cấp thông tin đúng về tổng số tín chỉ của chương trình Luật (130 tín chỉ). Thay vào đó, AI cho rằng không tìm thấy thông tin và liệt kê một số môn học riêng lẻ, không liên quan tới câu hỏi. Do đó, câu trả lời sai phần lớn và thiếu chi tiết quan trọng."
117,tư vấn tâm lý ai phụ trách,"Cô Phạm Thị Thu Sương hiện là người phụ trách Ban tư vấn tâm lý học đường của Trường (SĐT: 0907008588, Email: suongptt@hcmute.edu.vn).","Theo các văn bản được trích dẫn, công tác tư vấn tâm lý tại Đại học Sư phạm Kỹ thuật TP.HCM được thực hiện bởi **đội ngũ tư vấn sinh viên** (phối hợp với các chuyên viên tâm lý học đường, tâm lý lâm sàng hoặc bác sĩ tâm thần) và không có thông tin cụ thể về cá nhân nào được nêu là phụ trách.  

**Tôi không tìm thấy** tên người hoặc vị trí cụ thể được chỉ định làm người phụ trách tư vấn tâm lý trong các tài liệu đã cung cấp.",1.9,2.0,"Câu trả lời của AI không khớp với chuẩn. Ground Truth xác định rõ ràng người phụ trách là cô Phạm Thị Thu Sương với số điện thoại và email, trong khi AI lại khẳng định không có thông tin và cho rằng công tác do đội ngũ sinh viên thực hiện, hoàn toàn sai và thiếu thông tin quan trọng."
118,thi hộ lần 2,Sinh viên thi hộ hoặc nhờ người thi hộ lần thứ 2 sẽ bị kỷ luật ở mức Buộc thôi học.,Tôi không tìm thấy.,2.98,1.0,"AI trả lời 'Tôi không tìm thấy' hoàn toàn không cung cấp thông tin đúng về hậu quả của việc thi hộ lần thứ 2, trong khi chuẩn cho biết sinh viên sẽ bị kỷ luật ở mức Buộc thôi học. Vì vậy câu trả lời sai hoàn toàn và không liên quan."
119,điểm qt 2 cột dc ko,Không được. Tối thiểu điểm quá trình phải gồm 3 cột điểm thành phần.,Tôi không tìm thấy.,11.35,1.0,"Câu trả lời của AI là 'Tôi không tìm thấy', không cung cấp thông tin nào liên quan đến câu hỏi và hoàn toàn sai so với chuẩn: cần nói rằng không được vì tối thiểu phải có 3 cột điểm thành phần."
120,thời gian đk xét tn đợt tháng 12/2024,Sinh viên đăng ký xét tốt nghiệp đợt tháng 12/2024 trên trang online từ ngày 19/11/2024 đến ngày 01/12/2024.,Thời gian đăng ký xét tốt nghiệp đợt tháng 12/2024 là từ ngày **19/11/2024** đến ngày **01/12/2024**.,9.47,10.0,"Câu trả lời của AI truyền đạt đúng ý chính và thông tin chuẩn, khớp hoàn toàn với nội dung chuẩn: thời gian đăng ký xét tốt nghiệp đợt tháng 12/2024 là từ ngày 19/11/2024 đến ngày 01/12/2024."
121,phí thi avđr,Lệ phí thi kiểm tra trình độ tiếng Anh đầu ra là 180.000 đồng/sinh viên.,Tôi không tìm thấy.,14.09,1.0,"Câu trả lời của AI không cung cấp thông tin đúng về lệ phí thi (180.000 đồng/sinh viên) mà chỉ nói 'Tôi không tìm thấy', nên hoàn toàn không đáp ứng yêu cầu và sai lệch so với chuẩn."
122,ielts 5.5 đổi ra điểm hệ tiếng anh,Chứng chỉ IELTS 5.5 quy đổi sang các môn Academic English 1 và 2 là 9.0 điểm; đối với Academic English 3 là 8.5 điểm.,"**IELTS 5.5 → điểm hệ tiếng Anh (Academic English)**  

| Đối tượng | Academic English 1 | Academic English 2 | Academic English 3 | Academic English 4 |
|-----------|-------------------|-------------------|-------------------|-------------------|
| **Khoá ≤ 2024** (bảng quy đổi chung) | **9.0** | **9.0** | **8.5** | **8.5** |
| **Khoá ≥ 2025** (chỉ quy đổi AE 1‑2) | **8.5** | **8.5** | – | – |
| **Chương trình đào tạo chất lượng cao (bảng phụ lục II)** | **9** | **9** | **8.5** | – |

> Nếu bạn là sinh viên thuộc khoá 2025 trở về sau, chỉ có điểm cho Academic English 1 và 2 (mỗi môn 8.5).  
> Đối với các khoá trước 2025, IELTS 5.5 được quy đổi thành 9 điểm cho AE 1 và AE 2, và 8.5 điểm cho AE 3 và AE 4.  ",2.7,9.0,"Câu trả lời của AI truyền đạt đúng các điểm quy đổi cho Academic English 1, 2 (9.0) và Academic English 3 (8.5) như chuẩn. Ngoài ra, AI còn cung cấp thông tin bổ sung về các khóa và môn học khác mà không gây mâu thuẫn, nên đáp ứng tốt yêu cầu."
123,lớp clc nhóm 1 học phí,Hệ chất lượng cao Khối ngành Khoa học xã hội - quản lý kinh doanh (nhóm 1) khóa 2023 có mức học phí là 20.800.000 đồng/học kỳ (hoặc 1.189.000 đồng/tín chỉ).,Tôi không tìm thấy.,2.1,1.0,"Câu trả lời của AI chỉ nói 'Tôi không tìm thấy' mà không cung cấp bất kỳ thông tin nào về học phí của lớp CLC nhóm 1. Điều này hoàn toàn không đáp ứng yêu cầu và sai hoàn toàn so với chuẩn, vì chuẩn đã nêu rõ mức học phí là 20.800.000 đồng/học kỳ (hoặc 1.189.000 đồng/tín chỉ)."
124,làm giả bằng cấp,"Sinh viên làm giả hồ sơ, văn bằng, chứng chỉ để trúng tuyển hoặc tốt nghiệp sẽ bị kỷ luật buộc thôi học, đồng thời văn bằng tốt nghiệp (nếu đã cấp) sẽ bị thu hồi và hủy bỏ.","Theo quy chế đào tạo của Trường (Điều 22, khoản 3), nếu sinh viên/ người học sử dụng hồ sơ, văn bằng, chứng chỉ giả làm điều kiện trúng tuyển hoặc điều kiện tốt nghiệp, họ sẽ bị **buộc thôi học**; trong trường hợp văn bằng tốt nghiệp đã được cấp, bằng sẽ bị **thu hồi, hủy bỏ**.",9.73,9.0,"Câu trả lời của AI truyền đạt đúng ý chính và thông tin chuẩn: sinh viên làm giả hồ sơ, văn bằng, chứng chỉ sẽ bị buộc thôi học và nếu đã cấp văn bằng sẽ bị thu hồi, hủy bỏ. Nội dung khớp với chuẩn, chỉ có thêm chi tiết về quy chế đào tạo nhưng không làm sai lệch. Vì vậy điểm cao trong khoảng 8-10."
125,trễ học phí,"Trước thời gian đăng ký môn học, sinh viên còn nợ học phí của các học kỳ trước sẽ không được phép đăng ký môn học cho học kỳ tiếp theo.","**Trễ học phí** (không nộp đúng hạn) được quy định như sau:

1. **Gia hạn thời gian nộp**  
   - Sinh viên có hoàn cảnh khó khăn (có giấy xác nhận địa phương) có thể xin gia hạn.  
   - Đơn xin phải nộp tại phòng Kế hoạch Tài chính (mẫu AI‑102) **trước ngày hết hạn 5 ngày** cho mỗi đợt thu.

2. **Xử lý vi phạm khi không nộp đúng hạn** (theo Nguồn #4)  
   - **Không đóng đợt I** hoặc đóng không đủ mức tối thiểu → **khiển trách**.  
   - **Không đóng cả đợt I và đợt II** của học kỳ → **cảnh cáo**.  
   - **Không nộp học phí trong một học kỳ trở lên** (không có gia hạn) → **xóa tên khỏi danh sách sinh viên**.  
   - **Được gia hạn nhưng hết thời gian gia hạn vẫn không đóng** → xử lý từ **khiển trách** đến **xóa tên**, tùy mức độ vi phạm.

> Nếu không có thông tin cụ thể hơn về trường hợp của bạn, đây là các quy định chung về việc trễ học phí tại Trường Đại học Sư phạm Kỹ thuật TP.HCM.",9.67,3.0,"Câu trả lời của AI không nêu rõ quy định quan trọng trong chuẩn: sinh viên còn nợ học phí của các học kỳ trước sẽ không được phép đăng ký môn học cho học kỳ tiếp theo. Thay vào đó, AI liệt kê các quy định chung về gia hạn và các hình thức xử lý vi phạm nhưng không đề cập đến việc cấm đăng ký. Do thiếu thông tin cốt lõi, đáp án chỉ phần nào liên quan và không truyền đạt đúng ý chính."
126,ngành Hệ thống kỹ thuật công trình xây dựng nhóm mấy,Ngành Hệ thống kỹ thuật công trình xây dựng (mã ngành 7510106) thuộc Nhóm 2: Nhóm ngành Công nghệ kỹ thuật - Sản xuất chế biến.,Ngành **Hệ thống kỹ thuật công trình xây dựng** thuộc **Nhóm 2**.,1.7,9.0,"Câu trả lời đúng nhóm của ngành (Nhóm 2) như yêu cầu, truyền đạt ý chính chính xác. Tuy nhiên, không cung cấp thêm thông tin chi tiết như mô tả nhóm ngành và mã ngành, nên chưa đạt điểm tối đa."
127,"học phí chương trình btec năm 2,3 k2025","Học phí lần đầu cho chương trình liên kết đào tạo BTEC, TMC (Năm 2,3) khóa 2025 là 80.000.000 đồng/năm học.","**Học phí chương trình BTEC (khóa 2025) – năm 2 và năm 3:**  
- **80.000.000 đồng / năm học** (theo mức “Học lần đầu” của bảng mức thu học phí cho khóa 2025).  

*Lưu ý:* trong chương trình BTEC, các môn **Research Project** (chương trình BTEC) và **ENX313 Project** (chương trình Top‑Up) có số tín chỉ gấp đôi, vì vậy học phí của các môn này được tính **gấp 2 lần** mức phí bình thường cho mỗi tín chỉ. Nếu bạn muốn biết chi phí cụ thể cho các môn này, cần biết số tín chỉ của chúng.  

Nếu cần thông tin chi tiết hơn (ví dụ: phân bổ theo học kỳ hoặc các khoản phụ thu), vui lòng cung cấp thêm yêu cầu.",1.85,9.0,"Câu trả lời của AI truyền đạt đúng thông tin chính là học phí 80.000.000 đồng/năm cho chương trình BTEC năm 2,3 khóa 2025, phù hợp với chuẩn. Ngoài ra còn bổ sung thông tin phụ không sai, nên điểm cao nhưng không đạt tuyệt đối vì có thêm chi tiết không yêu cầu."
128,jlpt n3 100 điểm đổi anh văn 3 dc mấy,Chứng chỉ tiếng Nhật JLPT N3 với 100 điểm sẽ được quy đổi thành 10 điểm cho học phần Anh văn 3 (Tiếng Anh 3).,Tôi không tìm thấy.,1.01,1.0,"Câu trả lời của AI chỉ nói 'Tôi không tìm thấy' và không cung cấp bất kỳ thông tin nào về việc quy đổi điểm JLPT N3 100 điểm sang điểm Anh văn 3. Điều này hoàn toàn sai so với chuẩn, vì chuẩn cho biết 100 điểm JLPT N3 quy đổi thành 10 điểm Anh văn 3. Vì vậy, AI không đáp ứng yêu cầu và được chấm 1 điểm."
129,thời gian nộp bảng điểm sau khi thi,Giảng viên phải nộp bảng điểm gốc về phòng đào tạo (đợt ba - nộp tất cả các bảng điểm còn lại) trong vòng 10 ngày sau ngày thi cuối cùng của kỳ thi.,"**Thời gian nộp bảng điểm sau khi thi**

- **Giảng viên**  
  - Phải nộp bảng điểm cho bộ môn **trong vòng 7 ngày làm việc** kể từ thời điểm tổ chức thi (≈ 1 tuần).  
  - Cũng phải nộp bản sao bảng điểm về văn phòng Đơn vị đào tạo **trong một tuần** sau buổi thi.

- **Trưởng khoa (tổng hợp từ các bộ môn)**  
  - **Đợt 1:** nộp toàn bộ bảng điểm gốc quá trình **trước khi kết thúc tuần thi đầu tiên**.  
  - **Đợt 2:** nộp bảng điểm gốc thi **trước khi kết thúc tuần thi thứ ba**.  
  - **Đợt 3:** nộp tất cả các bảng điểm gốc còn lại **trong vòng 10 ngày** sau ngày thi cuối cùng của kỳ.  ",3.13,5.0,"Câu trả lời của AI chỉ đúng một phần: phần cuối (đợt 3) khớp với chuẩn (nộp trong vòng 10 ngày sau ngày thi cuối cùng). Tuy nhiên AI lại đưa ra các thông tin sai hoặc không có trong chuẩn, như yêu cầu nộp trong 7 ngày làm việc và các đợt nộp khác, gây nhầm lẫn. Do có thông tin sai và thừa, nên điểm nằm trong khoảng 4‑7."
130,tiếp sức mùa thi cấp trường mấy ngày ctxh,Tham gia chương trình Tiếp sức mùa thi cấp trường (kéo dài 02 tuần) sẽ được cộng từ 2 đến 3 ngày công tác xã hội.,"Theo quy định hiện hành của Trường Đại học Sư phạm Kỹ thuật – ĐHSPKT, sinh viên phải tích lũy **tối thiểu 04 ngày công tác xã hội (CTXH)** để được xét tốt nghiệp (đối với khóa đào tạo từ 4 năm trở lên). Đối với các khóa đào tạo dưới 4 năm, mức tối thiểu là **02 ngày CTXH**.  

Trong các văn bản được trích dẫn không có quy định riêng về “tiếp sức mùa thi cấp trường” – tức là không có số ngày CTXH đặc thù cho hoạt động này. Vì vậy, số ngày CTXH áp dụng cho sinh viên vẫn là 04 ngày (hoặc 02 ngày tùy theo độ dài khóa học) như trên.  

**Tôi không tìm thấy** thông tin cụ thể về số ngày CTXH dành riêng cho “tiếp sức mùa thi cấp trường”.",6.2,2.0,"Câu trả lời của AI không cung cấp thông tin đúng về số ngày công tác xã hội được cộng khi tham gia chương trình Tiếp sức mùa thi cấp trường. Theo chuẩn, câu trả lời đúng là 2‑3 ngày CTXH. AI lại đưa ra thông tin về mức tối thiểu chung (2 hoặc 4 ngày) và cho rằng không có quy định riêng, nên thiếu phần quan trọng và sai lệch so với đáp án chuẩn."
131,môn toán 3 cơ khí mã j,Môn Toán 3 trong chương trình đào tạo ngành Công nghệ kỹ thuật cơ khí có mã môn học là MATH132601.,Tôi không tìm thấy.,11.0,1.0,"Câu trả lời của AI không cung cấp mã môn học đúng (MATH132601) mà chỉ nói 'Tôi không tìm thấy', hoàn toàn không đáp ứng yêu cầu và sai hoàn toàn."
132,xác suất thống kê cntt mấy tín,Môn Xác suất thống kê ứng dụng (MATH132901) của ngành Công nghệ Thông tin có 3 tín chỉ.,3 tín chỉ.,12.13,9.0,"Câu trả lời của AI cung cấp đúng thông tin chính là môn Xác suất thống kê ứng dụng của ngành Công nghệ Thông tin có 3 tín chỉ, phù hợp với chuẩn. Tuy nhiên câu trả lời hơi ngắn gọn, không đề cập đầy đủ tên môn và mã học phần, nên không đạt điểm tối đa."
133,dkmh đợt 1 hk1 25-26,Thời gian đăng ký học phần đợt 1 cho HKI 2025-2026 là từ 09g00 ngày 11/8/2025 đến 07g30 ngày 18/8/2025.,"**Đợt 1 đăng ký học phần (DKMH) – Học kỳ I, năm học 2025‑2026**

- **Thời gian:** 09:00 ngày 19/8/2025 → 07:30 ngày 25/8/2025  
- **Đối tượng:**  
  - Sinh viên hệ Đại trà từ khóa 2022 trở về trước  
  - Tất cả sinh viên hệ CLC (tiếng Việt và Việt‑Nhật)  
- **Cách thức:** Truy cập website https://dkmh.hcmute.edu.vn, đăng nhập và thực hiện đăng ký theo thời khóa biểu dự kiến.  

(Thông tin dựa trên “Phân luồng về thời gian chỉnh sửa đăng ký học phần” trong tài liệu nguồn #2.)",6.6,2.0,"AI cung cấp thời gian đăng ký sai so với chuẩn: đưa ra 19/8‑25/8/2025 thay vì 11/8‑18/8/2025. Do lỗi này, thông tin không đúng và không truyền đạt ý chính, chỉ còn một phần thông tin phụ không liên quan."
134,học phí liên thông cd-đh khối kt k2025,Học phí cho chương trình liên thông từ Cao đẳng lên Đại học (hệ VLVH) thuộc khối ngành Công nghệ kỹ thuật - Sản xuất chế biến là 12.500.000 đồng/học kỳ.,Tôi không tìm thấy.,2.41,1.0,"Câu trả lời của AI chỉ nói 'Tôi không tìm thấy' mà không cung cấp bất kỳ thông tin nào về học phí. So với chuẩn là 12.500.000 đồng/học kỳ, AI hoàn toàn thiếu thông tin và sai lệch, nên chỉ được điểm 1."
135,thời gian khảo sát kse hk1 25-26,Thời gian thực hiện khảo sát lấy ý kiến sinh viên (KSE) của học kỳ 1 năm học 2025-2026 là từ ngày 15/09/2025 đến ngày 31/12/2025.,Thời gian khảo sát KSE học kỳ I năm học 2025‑2026: **từ ngày 15/09/2025 đến ngày 31/12/2025**.,0.92,10.0,"Câu trả lời của AI truyền đạt đúng ý chính và thông tin chuẩn, khớp hoàn toàn với Ground Truth về thời gian khảo sát KSE học kỳ 1 năm học 2025‑2026."
136,khóa 2024 đóng tiền gdqp chung học phí luôn đk,Không. Học phí khóa 2024 chương trình chuẩn và đặc thù không bao gồm học phần Giáo dục quốc phòng và an ninh (GDQP&AN). Sinh viên phải đóng riêng với đơn giá 853.000 đồng/tín chỉ.,Tôi không tìm thấy.,1.29,1.0,"AI trả lời 'Tôi không tìm thấy' không cung cấp thông tin đúng về việc học phí khóa 2024 không bao gồm GDQP&AN và cần đóng riêng, hoàn toàn không đáp ứng yêu cầu của chuẩn."
137,ielts 4.0 miễn av2 pk,"Không đúng. Chứng chỉ IELTS 4.0 chỉ được miễn học phần Kỹ năng giao tiếp tiếng Anh 1. Để được miễn học phần Kỹ năng giao tiếp tiếng Anh 2, sinh viên cần đạt IELTS từ 4.5 đến 5.0.","IELTS 4.0 không đáp ứng tiêu chuẩn để **miễn học phần Academic English 2** (AV2).  

- Trong bảng quy đổi điểm (Nguồn #1) chỉ có IELTS 5.0 trở lên mới được quy đổi sang các học phần Academic English; IELTS 4.0 không xuất hiện.  
- Trong bảng miễn thi (Nguồn #2) IELTS 4.0 (cùng mức VSTEP A2) chỉ cho phép **miễn thi Kỹ năng giao tiếp tiếng Anh 1** trong 7 học kỳ đầu, không bao gồm AV2.  

Vì vậy, với IELTS 4.0 sinh viên **không được miễn** học phần Academic English 2.",2.4,9.0,"Câu trả lời của AI truyền đạt đúng ý chính của chuẩn: IELTS 4.0 không đủ để miễn học phần AV2 (Academic English 2) và chỉ được miễn học phần Kỹ năng giao tiếp tiếng Anh 1. AI còn bổ sung chi tiết về bảng quy đổi và bảng miễn thi, không sai thông tin. Vì đáp đúng và đầy đủ, chỉ thiếu một chút chi tiết về mức IELTS cần cho Kỹ năng giao tiếp tiếng Anh 2 (4.5‑5.0), nên cho điểm 9."
138,vstep bậc 3 miễn avđr cho sư phạm tiếng anh ko,Không được. Chứng chỉ VSTEP Bậc 3 chỉ áp dụng miễn thi ngoại ngữ đầu ra cho các ngành không chuyên ngữ. Riêng ngành Sư phạm tiếng Anh và Ngôn ngữ Anh yêu cầu phải đạt trình độ C1 (IELTS hoặc TOEFL iBT).,Tôi không tìm thấy.,6.13,1.0,"Câu trả lời của AI chỉ nói 'Tôi không tìm thấy' mà không cung cấp bất kỳ thông tin nào liên quan đến câu hỏi. So với chuẩn, AI hoàn toàn không trả lời đúng, thiếu toàn bộ nội dung cần thiết."
139,đkmh đợt 2 cho đh đại trà khóa nào,"Đối với hệ Đại trà, đăng ký môn học đợt 2 (từ 12/8/2025 đến 18/8/2025) dành riêng cho khóa 2022. (Lưu ý: Đợt này cũng mở chung cho hệ CLC tiếng Việt và CLC Việt-Nhật các khóa còn lại).",Tôi không tìm thấy.,1.1,2.0,Câu trả lời của AI chỉ nói 'Tôi không tìm thấy' mà không cung cấp thông tin đúng về đợt 2 cho hệ Đại trà (khóa 2022). Do đó câu trả lời thiếu hoàn toàn nội dung yêu cầu và không đúng với chuẩn.
140,vắng thi cuối kỳ tính 0đ đúng k,"Đúng nếu bạn vắng mặt không có lý do. Tuy nhiên, nếu bạn vắng mặt có lý do chính đáng (như ốm đau) thì phải làm đơn xin phép kèm minh chứng để được nhận điểm I (hoãn thi) và thi bù vào đợt khác.","Không phải tính 0 điểm. Theo quy định của Trường (Nguồn #1, #3), sinh viên vắng mặt có lý do chính đáng ở kỳ thi kết thúc học phần phải làm thủ tục xin và sẽ được ghi điểm **I** (điểm chưa hoàn thiện), chứ không được tính 0 điểm.",10.59,5.0,"Câu trả lời của AI chỉ đề cập đến trường hợp vắng mặt có lý do chính đáng và cho rằng không tính 0 điểm, nhưng không đề cập đến trường hợp vắng mặt không có lý do, trong khi chuẩn yêu cầu phải tính 0 điểm cho trường hợp này. Do thiếu thông tin quan trọng, câu trả lời không đầy đủ và chỉ đúng một phần."
141,bảo vệ đồ án online tối đa bn % điểm,"Thông thường, hình thức đánh giá trực tuyến đóng góp không quá 50% trọng số điểm học phần. Tuy nhiên, riêng việc tổ chức bảo vệ và đánh giá đồ án, khóa luận có thể được thực hiện trực tuyến với trọng số cao hơn (lớn hơn 50%) khi đáp ứng thêm các điều kiện theo quy định.","Theo quy định (Nguồn #1), việc bảo vệ và đánh giá đồ án, khóa luận trực tuyến **không được vượt quá 50 % trọng số điểm học phần**; chỉ trong trường hợp thiên tai, dịch bệnh (theo hướng dẫn của Bộ Giáo dục và Đào tạo) mới có thể cho phép tỉ trọng cao hơn.",1.51,9.0,"Câu trả lời của AI truyền đạt đúng ý chính: thường không vượt quá 50% trọng số, nhưng có thể cao hơn khi đáp ứng các điều kiện đặc biệt. AI còn nêu rõ các trường hợp ngoại lệ (thiên tai, dịch bệnh), phù hợp với nội dung chuẩn, chỉ thiếu một chút chi tiết về các điều kiện quy định chung."
142,đk 30 tín chỉ kì 1 dc k,"Không được. Theo quy chế, khối lượng học tập tối đa của sinh viên không được vượt quá 28 tín chỉ trong một học kỳ.",Tôi không tìm thấy.,2.31,1.0,Câu trả lời của AI chỉ nói 'Tôi không tìm thấy' mà không cung cấp thông tin đúng về giới hạn tối đa 28 tín chỉ. Điều này hoàn toàn không đáp ứng yêu cầu và sai lệch so với chuẩn.
143,chứng chỉ aptis esol 140 đ,"Với chứng chỉ Aptis ESOL General đạt 140 điểm (thuộc khung 102-149 điểm), sinh viên sẽ được miễn thi học phần Kỹ năng giao tiếp tiếng Anh 2.","**Kết quả:**  

- **Aptis ESOL 140** (điểm 140) nằm trong khoảng **102 – 149** của bảng quy định (bảng trong Nguồn #3).  
- Theo đó, chứng chỉ này **được miễn thi học phần “Kỹ năng giao tiếp tiếng Anh 2”** (cấp B1).  
- Chứng chỉ này **không được dùng để chuyển điểm các học phần Anh văn khác**; chỉ được miễn thi Kỹ năng giao tiếp trong **7 học kỳ đầu** của chương trình.  
- Sau học kỳ thứ 8, sinh viên phải đăng ký học các học phần như bình thường.  

Nếu bạn cần biết thêm về thủ tục nộp chứng chỉ hoặc các học phí liên quan, vui lòng tham khảo Thông báo chuyển điểm/miễn thi ngoại ngữ của phòng Đào tạo.  ",1.73,9.0,"Câu trả lời của AI truyền đạt đúng ý chính: chứng chỉ Aptis ESOL 140 nằm trong khung 102‑149 và được miễn thi học phần Kỹ năng giao tiếp tiếng Anh 2. Các thông tin bổ sung (không chuyển điểm, thời gian áp dụng) không sai và không làm sai lệch nội dung chuẩn, chỉ là chi tiết thêm. Do vậy điểm cao, nhưng vì có thông tin không có trong chuẩn nên không cho 10."
144,hạn nộp đơn phúc khảo cuối kỳ,Sinh viên phải nộp đơn phúc khảo trong vòng 7 ngày kể từ khi giảng viên công bố điểm thi của học phần đó.,Hạn nộp đơn phúc khảo là **trong vòng 7 ngày kể từ ngày công bố điểm thi của học phần đó**.,15.22,10.0,"Câu trả lời của AI truyền đạt đúng ý chính và thông tin chuẩn, khớp hoàn toàn với chuẩn: nộp đơn phúc khảo trong vòng 7 ngày kể từ ngày công bố điểm thi."
145,đại trà qua học clc dc k,"Mặc định là không được. Sinh viên hệ Đại trà không được đăng ký học với các lớp Chất lượng cao (CLC) hoặc ngược lại. Muốn học khác hệ, sinh viên phải làm đơn và được sự đồng ý của Ban Chủ nhiệm khoa quản ngành và Phòng Đào tạo.",Không. Sinh viên hệ CLC không được đăng ký học với các lớp Đại trà và ngược lại; chỉ được phép trong những trường hợp đặc biệt khi làm đơn và được sự đồng ý của Ban chấp hành khoa quản ngành và phòng Đào tạo.,7.09,9.0,"Câu trả lời của AI truyền đạt đúng ý chính: mặc định không được, sinh viên hệ Đại trà và CLC không được đăng ký chéo lớp, và cần làm đơn xin phép cùng sự đồng ý của Ban Chủ nhiệm (hoặc Ban chấp hành) khoa và Phòng Đào tạo. Nội dung gần như trùng khớp với chuẩn, chỉ có sự khác biệt nhỏ trong cách gọi ban quản lý, không ảnh hưởng đến độ chính xác."
146,sv clc bảo vệ khóa luận chưa làm nckh,"Không được. Theo quy định (tại Phụ lục 3 áp dụng cho chương trình đào tạo chất lượng cao), tất cả sinh viên các chương trình đào tạo chính quy bắt buộc phải hoàn thành yêu cầu tham gia nghiên cứu khoa học trước khi báo cáo khóa luận tốt nghiệp, xét tốt nghiệp.",Tôi không tìm thấy.,1.58,1.0,Câu trả lời của AI chỉ nói 'Tôi không tìm thấy' mà không cung cấp bất kỳ thông tin nào liên quan đến quy định về việc sinh viên phải hoàn thành nghiên cứu khoa học trước khi bảo vệ khóa luận. Điều này hoàn toàn sai và không đáp ứng yêu cầu của chuẩn.
